dataset,trajectory,num_points,threshold,split,status,error,pkl_path
botanic,BotanicGardenls_1005_00_img10hz600p_8,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_00_img10hz600p_8/traj_data.pkl
botanic,BotanicGardenls_1005_00_img10hz600p_9,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_00_img10hz600p_9/traj_data.pkl
botanic,BotanicGardenls_1005_01_img10hz600p_0,681,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_01_img10hz600p_0/traj_data.pkl
botanic,BotanicGardenls_1005_01_img10hz600p_1,722,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_01_img10hz600p_1/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_0,1166,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_0/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_1,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_1/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_2,373,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_2/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_3,103,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_3/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_4,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_4/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_5,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_5/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_6,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_6/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_7,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_7/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_8,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_8/traj_data.pkl
botanic,BotanicGardenls_1005_05_VLIO_9,260,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_05_VLIO_9/traj_data.pkl
botanic,BotanicGardenls_1005_07_img10hz600p_0,78,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_07_img10hz600p_0/traj_data.pkl
botanic,BotanicGardenls_1005_07_img10hz600p_1,372,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_07_img10hz600p_1/traj_data.pkl
botanic,BotanicGardenls_1005_07_img10hz600p_2,94,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_07_img10hz600p_2/traj_data.pkl
botanic,BotanicGardenls_1005_07_img10hz600p_3,236,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_07_img10hz600p_3/traj_data.pkl
botanic,BotanicGardenls_1005_07_img10hz600p_4,19,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_07_img10hz600p_4/traj_data.pkl
botanic,BotanicGardenls_1005_07_img10hz600p_5,8,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_07_img10hz600p_5/traj_data.pkl
botanic,BotanicGardenls_1005_07_img10hz600p_6,892,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1005_07_img10hz600p_6/traj_data.pkl
botanic,BotanicGardenls_1006_01_img10hz600p_0,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_01_img10hz600p_0/traj_data.pkl
botanic,BotanicGardenls_1006_01_img10hz600p_1,225,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_01_img10hz600p_1/traj_data.pkl
botanic,BotanicGardenls_1006_01_img10hz600p_2,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_01_img10hz600p_2/traj_data.pkl
botanic,BotanicGardenls_1006_01_img10hz600p_3,181,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_01_img10hz600p_3/traj_data.pkl
botanic,BotanicGardenls_1006_01_img10hz600p_4,1084,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_01_img10hz600p_4/traj_data.pkl
botanic,BotanicGardenls_1006_01_img10hz600p_5,388,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_01_img10hz600p_5/traj_data.pkl
botanic,BotanicGardenls_1006_01_img10hz600p_6,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_01_img10hz600p_6/traj_data.pkl
botanic,BotanicGardenls_1006_01_img10hz600p_7,353,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_01_img10hz600p_7/traj_data.pkl
botanic,BotanicGardenls_1006_03_VLIO_0,466,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_03_VLIO_0/traj_data.pkl
botanic,BotanicGardenls_1006_03_VLIO_1,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_03_VLIO_1/traj_data.pkl
botanic,BotanicGardenls_1006_03_VLIO_2,3,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_03_VLIO_2/traj_data.pkl
botanic,BotanicGardenls_1006_03_VLIO_3,5,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_03_VLIO_3/traj_data.pkl
botanic,BotanicGardenls_1006_03_VLIO_4,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_03_VLIO_4/traj_data.pkl
botanic,BotanicGardenls_1006_03_VLIO_5,1304,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1006_03_VLIO_5/traj_data.pkl
botanic,BotanicGardenls_1008_01_VLIO_0,2130,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_01_VLIO_0/traj_data.pkl
botanic,BotanicGardenls_1008_03_img10hz600p_0,105,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_03_img10hz600p_0/traj_data.pkl
botanic,BotanicGardenls_1008_03_img10hz600p_1,83,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_03_img10hz600p_1/traj_data.pkl
botanic,BotanicGardenls_1008_03_img10hz600p_2,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_03_img10hz600p_2/traj_data.pkl
botanic,BotanicGardenls_1008_03_img10hz600p_3,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_03_img10hz600p_3/traj_data.pkl
botanic,BotanicGardenls_1008_03_img10hz600p_4,833,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_03_img10hz600p_4/traj_data.pkl
botanic,BotanicGardenls_1008_03_img10hz600p_5,94,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_03_img10hz600p_5/traj_data.pkl
botanic,BotanicGardenls_1008_03_img10hz600p_6,520,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_03_img10hz600p_6/traj_data.pkl
botanic,BotanicGardenls_1008_03_img10hz600p_7,259,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1008_03_img10hz600p_7/traj_data.pkl
botanic,BotanicGardenls_1018_00_VLIO_0,298,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1018_00_VLIO_0/traj_data.pkl
botanic,BotanicGardenls_1018_00_img10hz600p_0,298,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1018_00_img10hz600p_0/traj_data.pkl
botanic,BotanicGardenls_1018_13_img10hz600p_0,520,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/botanic/BotanicGardenls_1018_13_img10hz600p_0/traj_data.pkl
cid_sims,14-13-12_data_0,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-12_data_0/traj_data.pkl
cid_sims,14-13-12_data_1,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-12_data_1/traj_data.pkl
cid_sims,14-13-14_data_0,409,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_0/traj_data.pkl
cid_sims,14-13-14_data_1,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_1/traj_data.pkl
cid_sims,14-13-14_data_10,172,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_10/traj_data.pkl
cid_sims,14-13-14_data_2,3,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_2/traj_data.pkl
cid_sims,14-13-14_data_3,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_3/traj_data.pkl
cid_sims,14-13-14_data_4,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_4/traj_data.pkl
cid_sims,14-13-14_data_5,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_5/traj_data.pkl
cid_sims,14-13-14_data_6,595,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_6/traj_data.pkl
cid_sims,14-13-14_data_7,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_7/traj_data.pkl
cid_sims,14-13-14_data_8,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_8/traj_data.pkl
cid_sims,14-13-14_data_9,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/14-13-14_data_9/traj_data.pkl
cid_sims,apartment1_1_data_0,85,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_0/traj_data.pkl
cid_sims,apartment1_1_data_1,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_1/traj_data.pkl
cid_sims,apartment1_1_data_10,25,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_10/traj_data.pkl
cid_sims,apartment1_1_data_11,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_11/traj_data.pkl
cid_sims,apartment1_1_data_12,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_12/traj_data.pkl
cid_sims,apartment1_1_data_13,95,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_13/traj_data.pkl
cid_sims,apartment1_1_data_14,30,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_14/traj_data.pkl
cid_sims,apartment1_1_data_15,39,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_15/traj_data.pkl
cid_sims,apartment1_1_data_16,39,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_16/traj_data.pkl
cid_sims,apartment1_1_data_17,60,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_17/traj_data.pkl
cid_sims,apartment1_1_data_18,8,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_18/traj_data.pkl
cid_sims,apartment1_1_data_19,12,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_19/traj_data.pkl
cid_sims,apartment1_1_data_2,27,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_2/traj_data.pkl
cid_sims,apartment1_1_data_3,69,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_3/traj_data.pkl
cid_sims,apartment1_1_data_4,51,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_4/traj_data.pkl
cid_sims,apartment1_1_data_5,13,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_5/traj_data.pkl
cid_sims,apartment1_1_data_6,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_6/traj_data.pkl
cid_sims,apartment1_1_data_7,12,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_7/traj_data.pkl
cid_sims,apartment1_1_data_8,47,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_8/traj_data.pkl
cid_sims,apartment1_1_data_9,123,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_1_data_9/traj_data.pkl
cid_sims,apartment1_2_data_0,61,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_0/traj_data.pkl
cid_sims,apartment1_2_data_1,39,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_1/traj_data.pkl
cid_sims,apartment1_2_data_10,29,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_10/traj_data.pkl
cid_sims,apartment1_2_data_11,21,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_11/traj_data.pkl
cid_sims,apartment1_2_data_12,22,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_12/traj_data.pkl
cid_sims,apartment1_2_data_13,142,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_13/traj_data.pkl
cid_sims,apartment1_2_data_2,28,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_2/traj_data.pkl
cid_sims,apartment1_2_data_3,41,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_3/traj_data.pkl
cid_sims,apartment1_2_data_4,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_4/traj_data.pkl
cid_sims,apartment1_2_data_5,31,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_5/traj_data.pkl
cid_sims,apartment1_2_data_6,75,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_6/traj_data.pkl
cid_sims,apartment1_2_data_7,28,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_7/traj_data.pkl
cid_sims,apartment1_2_data_8,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_8/traj_data.pkl
cid_sims,apartment1_2_data_9,65,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment1_2_data_9/traj_data.pkl
cid_sims,apartment2_1_data_0,155,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_0/traj_data.pkl
cid_sims,apartment2_1_data_1,28,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_1/traj_data.pkl
cid_sims,apartment2_1_data_10,94,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_10/traj_data.pkl
cid_sims,apartment2_1_data_11,17,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_11/traj_data.pkl
cid_sims,apartment2_1_data_12,79,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_12/traj_data.pkl
cid_sims,apartment2_1_data_13,49,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_13/traj_data.pkl
cid_sims,apartment2_1_data_14,55,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_14/traj_data.pkl
cid_sims,apartment2_1_data_15,17,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_15/traj_data.pkl
cid_sims,apartment2_1_data_16,28,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_16/traj_data.pkl
cid_sims,apartment2_1_data_17,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_17/traj_data.pkl
cid_sims,apartment2_1_data_2,68,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_2/traj_data.pkl
cid_sims,apartment2_1_data_3,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_3/traj_data.pkl
cid_sims,apartment2_1_data_4,12,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_4/traj_data.pkl
cid_sims,apartment2_1_data_5,17,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_5/traj_data.pkl
cid_sims,apartment2_1_data_6,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_6/traj_data.pkl
cid_sims,apartment2_1_data_7,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_7/traj_data.pkl
cid_sims,apartment2_1_data_8,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_8/traj_data.pkl
cid_sims,apartment2_1_data_9,8,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_1_data_9/traj_data.pkl
cid_sims,apartment2_2_data_0,55,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_0/traj_data.pkl
cid_sims,apartment2_2_data_1,17,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_1/traj_data.pkl
cid_sims,apartment2_2_data_10,15,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_10/traj_data.pkl
cid_sims,apartment2_2_data_11,16,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_11/traj_data.pkl
cid_sims,apartment2_2_data_12,23,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_12/traj_data.pkl
cid_sims,apartment2_2_data_13,109,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_13/traj_data.pkl
cid_sims,apartment2_2_data_14,15,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_14/traj_data.pkl
cid_sims,apartment2_2_data_15,15,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_15/traj_data.pkl
cid_sims,apartment2_2_data_16,38,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_16/traj_data.pkl
cid_sims,apartment2_2_data_17,83,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_17/traj_data.pkl
cid_sims,apartment2_2_data_18,38,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_18/traj_data.pkl
cid_sims,apartment2_2_data_19,48,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_19/traj_data.pkl
cid_sims,apartment2_2_data_2,13,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_2/traj_data.pkl
cid_sims,apartment2_2_data_20,12,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_20/traj_data.pkl
cid_sims,apartment2_2_data_21,48,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_21/traj_data.pkl
cid_sims,apartment2_2_data_22,58,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_22/traj_data.pkl
cid_sims,apartment2_2_data_23,122,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_23/traj_data.pkl
cid_sims,apartment2_2_data_24,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_24/traj_data.pkl
cid_sims,apartment2_2_data_3,18,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_3/traj_data.pkl
cid_sims,apartment2_2_data_4,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_4/traj_data.pkl
cid_sims,apartment2_2_data_5,42,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_5/traj_data.pkl
cid_sims,apartment2_2_data_6,41,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_6/traj_data.pkl
cid_sims,apartment2_2_data_7,16,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_7/traj_data.pkl
cid_sims,apartment2_2_data_8,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_8/traj_data.pkl
cid_sims,apartment2_2_data_9,38,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_2_data_9/traj_data.pkl
cid_sims,apartment2_3_data_0,228,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_0/traj_data.pkl
cid_sims,apartment2_3_data_1,9,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_1/traj_data.pkl
cid_sims,apartment2_3_data_10,5,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_10/traj_data.pkl
cid_sims,apartment2_3_data_11,34,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_11/traj_data.pkl
cid_sims,apartment2_3_data_12,29,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_12/traj_data.pkl
cid_sims,apartment2_3_data_13,37,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_13/traj_data.pkl
cid_sims,apartment2_3_data_14,37,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_14/traj_data.pkl
cid_sims,apartment2_3_data_15,38,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_15/traj_data.pkl
cid_sims,apartment2_3_data_16,8,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_16/traj_data.pkl
cid_sims,apartment2_3_data_17,45,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_17/traj_data.pkl
cid_sims,apartment2_3_data_18,11,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_18/traj_data.pkl
cid_sims,apartment2_3_data_19,59,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_19/traj_data.pkl
cid_sims,apartment2_3_data_2,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_2/traj_data.pkl
cid_sims,apartment2_3_data_20,5,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_20/traj_data.pkl
cid_sims,apartment2_3_data_21,53,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_21/traj_data.pkl
cid_sims,apartment2_3_data_22,54,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_22/traj_data.pkl
cid_sims,apartment2_3_data_23,54,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/cid_sims/apartment2_3_data_23/traj_data.pkl
